PlanetID,sma,ecc,StarName,Mp_MEarth,M_sol,FinalPosteriorEpoch,NDetectedEpochs
HD 142860_5,0.9203196892905654,0.1307650294852754,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9210560346647264,0.1257821365701662,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9220297709020328,0.19742174657332986,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9221214606100565,0.15968292331171374,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9207374010214822,0.1802682683977983,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9183753345895879,0.10706229196830036,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9216589416780214,0.11829327515795929,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9206879529724966,0.1159996755337867,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9198363942951024,0.13386384788803382,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9212451682098833,0.1431951073910242,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9211425974365997,0.11694713557720066,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9205645359147301,0.10405518090443508,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9198393307522429,0.1690422701249819,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9217451953061638,0.15723430090131368,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9197349306759312,0.12007874253075693,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9211160172962477,0.15796151807916084,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9182249272353326,0.08459799945287011,HD 142860,8.017,1.25,8,7
