PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,PlanetContrast,tReq_s,tReq_hr,Cp_e_s,Cb_e_s,Csp_e_s,DetStatus_Ideal,DetStatus_ETC_3hr,DetStatus_ETC_12hr,DetStatus_ETC_24hr,DetStatus,NDet,NObs,LastObs
HD 33262 A_0,HD 33262 A,4.098,0.155,0.949,0.422,11.693,1.14,1.466,,,4.72915,0.049699,1.379278446623821e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.857393
HD 33262 A_1,HD 33262 A,3.3,0.062,1.368,1.583,11.693,1.14,1.466,,,3.293469,0.027949,3.3145843920085398e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.857393
HD 33262 A_2,HD 33262 A,3.337,0.087,0.965,0.502,11.693,1.14,1.466,,,3.625401,0.161335,7.794907753829485e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.857393
HD 33262 A_4,HD 33262 A,1.015,0.091,2.255,9.306,11.693,1.14,1.466,0.067522,170.91051,0.924731,0.597918,2.1021956465294007e-09,46.51756881524631,0.012921546893123975,1.4847704996355986,0.6078861436696243,0.002076207192833122,1,1,1,1,1,1,3,2035.857393
HD 33262 A_5,HD 33262 A,0.358,0.206,1.487,2.029,11.693,1.14,1.466,,,0.427505,0.386405,3.018446575988502e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.857393
HD 33262 A_6,HD 33262 A,0.874,0.139,0.646,0.257,11.693,1.14,1.466,,,0.881019,0.074496,2.4552415078214703e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.857393
HD 33262 A_8,HD 33262 A,0.199,0.101,2.893,13.631,11.693,1.14,1.466,,,0.184992,0.246558,3.707327150197046e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.857393
HD 10700_0,HD 10700,1.625,0.099,0.563,0.087,3.652,0.94,0.506,,,1.709446,0.143677,1.0797115031458431e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2035.870457
HD 128167_0,HD 128167,1.283,0.14,1.15,1.29,15.756,1.39,3.182,0.069131,76.523521,1.379709,0.719245,3.5071968336609593e-10,593.4283425925856,0.16484120627571824,0.2855696652288676,0.6978163495001755,0.002675741898370129,1,1,1,1,1,2,2,2035.87733
HD 128167_2,HD 128167,3.433,0.063,1.328,2.483,15.756,1.39,3.182,,,3.465322,0.524824,4.0119623448187415e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.87733
HD 128167_3,HD 128167,4.878,0.117,2.132,5.678,15.756,1.39,3.182,,,5.208601,0.582406,5.751666942111101e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.87733
HD 128167_4,HD 128167,1.323,0.044,1.923,2.477,15.756,1.39,3.182,,,1.275655,0.852531,1.5213955604048042e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.87733
HD 156274 A_3,HD 156274 A,4.433,0.138,1.608,3.519,8.791,0.9,0.452,,,5.007685,0.089394,6.569766709937646e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2035.884496
HD 203608_0,HD 203608,2.203,0.092,1.79,3.488,9.258,1.14,1.466,,,2.29845,0.102944,5.118322089819121e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2035.887236
HD 203608_1,HD 203608,2.342,0.1,0.502,0.104,9.258,1.14,1.466,,,2.197065,0.280955,1.1944213728769722e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.887236
HD 203608_2,HD 203608,2.74,0.062,1.086,1.189,9.258,1.14,1.466,,,2.660973,0.247751,3.5250703973939895e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2035.887236
HD 203608_5,HD 203608,4.293,0.038,0.929,0.698,9.258,1.14,1.466,,,4.432751,0.01306,5.139311578315839e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.887236
HD 203608_6,HD 203608,0.526,0.072,0.985,0.486,9.258,1.14,1.466,,,0.52338,0.053038,9.846337563657635e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.887236
HD 90839_0,HD 90839,3.665,0.022,0.781,0.186,12.945,1.18,1.605,,,3.66606,0.002637,9.508592645360926e-14,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.894653
HD 90839_1,HD 90839,0.191,0.094,1.403,2.751,12.945,1.18,1.605,,,0.20855,0.337928,9.181167307593978e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.894653
HD 90839_2,HD 90839,3.378,0.112,1.125,1.619,12.945,1.18,1.605,,,3.620577,0.531454,3.666600849320577e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.894653
HD 90839_5,HD 90839,0.15,0.051,2.273,4.226,12.945,1.18,1.605,,,0.155037,0.129331,1.4268253706203642e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.894653
HD 202560_0,HD 202560,0.846,0.075,1.59,2.013,3.97,0.59,0.083,0.221437,132.516287,0.891399,0.232069,5.035089879893632e-10,2515.754114080137,0.6988205872444825,0.08856841463176289,0.31414132836546993,0.00011790842413875867,1,1,1,1,1,3,4,2035.904277
HD 202560_1,HD 202560,0.552,0.052,0.674,0.125,3.97,0.59,0.083,0.141435,190.055541,0.578912,0.400454,4.223345143525795e-10,3603.9500940158614,1.0010972483377394,0.07251119147457655,0.3141551875070184,0.0001180008184157485,1,1,1,1,1,4,4,2035.904277
HD 202560_3,HD 202560,0.867,0.117,1.589,3.604,3.97,0.59,0.083,0.205219,156.588549,0.828942,0.236875,5.888172602166248e-10,1914.0282128293961,0.5316745035637211,0.10339100782757511,0.31414132836749076,0.00011790842415223086,1,1,1,1,1,4,4,2035.904277
HD 202560_4,HD 202560,2.302,0.14,0.558,0.251,3.97,0.59,0.083,,,1.98802,0.219735,1.2307323285790296e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2035.904277
HD 202560_5,HD 202560,3.244,0.082,0.847,0.372,3.97,0.59,0.083,,,3.509984,0.111699,4.36475331567465e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2035.904277
HD 202560_6,HD 202560,0.414,0.085,0.785,0.225,3.97,0.59,0.083,0.103793,218.543526,0.413788,0.201374,5.034277805649671e-10,3123.5160184062397,0.8676433384461777,0.07910462762402422,0.31970873521266635,0.00015502446978673482,1,1,1,1,1,4,4,2035.904277
HD 16895 A_0,HD 16895 A,3.595,0.047,2.816,7.544,11.15,1.21,2.246,,,3.631039,0.223835,9.864278066729427e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.916321
HD 16895 A_4,HD 16895 A,4.424,0.091,1.274,1.913,11.15,1.21,2.246,,,4.45787,0.000956,4.41730186871948e-14,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.916321
HD 16895 A_5,HD 16895 A,1.554,0.05,3.144,9.969,11.15,1.21,2.246,0.110657,290.689246,1.586304,0.695465,1.6350582437846788e-09,19.908007990309308,0.0055300022195303635,2.894876016671006,0.5098841226343686,0.0014228603859314163,1,1,1,1,1,2,2,2035.916321
HD 16895 A_6,HD 16895 A,0.108,0.029,0.508,0.042,11.15,1.21,2.246,,,0.107893,0.275459,5.282792921094406e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.916321
HD 95128_1,HD 95128,2.285,0.074,0.586,0.282,13.887,1.07,1.577,,,2.431576,0.01226,4.804155231497857e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.930476
HD 95128_2,HD 95128,4.586,0.035,0.538,0.083,13.887,1.07,1.577,,,4.732546,0.003783,2.2253644251096455e-14,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.930476
HD 95128_3,HD 95128,0.343,0.031,2.771,10.086,13.887,1.07,1.577,,,0.337389,0.782541,3.226263935736895e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.930476
HD 95128_4,HD 95128,2.15,0.173,1.218,6.511,13.887,1.07,1.577,,,2.066466,0.011507,2.5665940524749173e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.930476
HD 95128_5,HD 95128,0.6,0.105,2.299,8.137,13.887,1.07,1.577,,,0.659346,0.535262,4.50851317653593e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.930476
HD 95128_6,HD 95128,0.335,0.024,2.419,8.582,13.887,1.07,1.577,,,0.329814,0.676527,2.8183674674332688e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.930476
HD 95128_7,HD 95128,0.847,0.089,1.394,3.129,13.887,1.07,1.577,,,0.789085,0.086591,1.6075945326734233e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.930476
HD 95128_8,HD 95128,0.588,0.034,2.182,8.46,13.887,1.07,1.577,,,0.593061,0.705531,6.391540427820594e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.930476
HD 165341 A_0,HD 165341 A,3.482,0.036,1.359,2.775,5.113,0.88,0.532,,,3.517282,0.012145,1.1081944103519356e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2035.933216
HD 165341 A_2,HD 165341 A,0.277,0.022,2.947,13.11,5.113,0.88,0.532,,,0.283006,0.696732,4.3024477280463665e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2035.933216
HD 165341 A_3,HD 165341 A,0.642,0.027,1.615,1.833,5.113,0.88,0.532,,,0.624678,0.02458,7.806733767875072e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,4,2035.933216
HD 22484_0,HD 22484,0.838,0.146,1.142,1.607,13.92,1.14,3.068,,,0.740737,0.696968,1.081612837149654e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.937456
HD 22484_1,HD 22484,1.12,0.109,1.996,7.679,13.92,1.14,3.068,0.071899,156.258379,1.068729,0.459311,1.0809055087998606e-09,63.82996168469451,0.01773054491241514,1.2188150611207704,0.7157892842453369,0.0027955614633378718,1,1,1,1,1,2,2,2035.937456
HD 22484_2,HD 22484,0.469,0.117,1.765,3.166,13.92,1.14,3.068,,,0.521103,0.018109,1.4957817017751224e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.937456
HD 22484_5,HD 22484,4.456,0.081,0.516,0.034,13.92,1.14,3.068,,,4.104625,0.068508,7.932763002872893e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.937456
HD 22484_7,HD 22484,3.201,0.074,0.943,1.501,13.92,1.14,3.068,,,3.041031,0.635817,4.912127720622209e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.937456
HD 10476_0,HD 10476,0.171,0.07,0.738,0.088,7.644,0.85,0.454,,,0.167185,0.755565,8.41110075355305e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2035.942462
HD 109358_0,HD 109358,0.599,0.064,0.661,0.193,8.473,1.08,1.151,0.075217,254.436356,0.6341,0.280342,2.381245141226528e-10,636.8508544036468,0.1769030151121241,0.278417434120622,0.7238869296056998,0.0028495457657402913,1,1,1,1,1,3,3,2035.945201
HD 109358_1,HD 109358,0.313,0.024,1.946,4.835,8.473,1.08,1.151,,,0.319439,0.656302,1.5814264865102387e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.945201
HD 109358_3,HD 109358,0.172,0.066,1.409,1.609,8.473,1.08,1.151,,,0.169188,0.441072,2.2969219288700393e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.945201
HD 109358_4,HD 109358,1.488,0.078,0.58,0.237,8.473,1.08,1.151,,,1.563981,0.184888,1.7616385050024413e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.945201
HD 109358_5,HD 109358,3.968,0.05,3.285,25.806,8.473,1.08,1.151,,,3.883322,0.005886,2.6355828809976237e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.945201
HD 131156 A_0,HD 131156 A,0.922,0.01,2.426,6.027,6.754,0.96,0.553,0.136818,237.657329,0.923975,0.32707,1.5253266156370596e-09,31.863917487966145,0.008851088191101707,1.8845623338624604,0.42494691372511967,0.0008566123265364237,1,1,1,1,1,3,3,2035.949353
HD 131156 A_1,HD 131156 A,1.097,0.147,1.932,4.971,6.754,0.96,0.553,0.124951,98.232617,0.93659,0.119069,3.565301107476083e-10,225.95410642919143,0.06276502956366428,0.43185552387698173,0.4279760428522745,0.0008768065207174557,1,1,1,1,1,3,3,2035.949353
HD 53705_0,HD 53705,0.273,0.081,1.735,2.717,17.059,1.04,1.49,,,0.275636,0.123765,3.708634567457785e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.954871
HD 53705_1,HD 53705,2.604,0.083,3.306,16.05,17.059,1.04,1.49,0.161018,150.293566,2.775689,0.223814,2.326397711748192e-10,1731.704407659603,0.4810290021276675,0.11420327707797943,0.3465335363587113,0.0003338564774270345,1,1,1,1,1,2,2,2035.954871
HD 53705_2,HD 53705,1.597,0.089,2.478,13.971,17.059,1.04,1.49,0.08271,335.362835,1.567768,0.557999,1.137724537910376e-09,206.6681487550051,0.05740781909861253,0.4490194909668867,0.4012494913583396,0.0006986295107578898,1,1,1,1,1,2,2,2035.954871
HD 53705_3,HD 53705,0.715,0.026,1.359,2.038,17.059,1.04,1.49,,,0.717029,0.51145,1.1762371784945746e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.954871
HD 53705_4,HD 53705,0.527,0.092,2.437,10.745,17.059,1.04,1.49,,,0.525057,0.286285,3.881312852011024e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.954871
HD 10780_0,HD 10780,0.841,0.11,1.077,1.181,10.041,0.9,0.516,0.083472,78.534083,0.797072,0.388506,3.782101581976154e-10,1496.8064703492562,0.41577957509701563,0.13314929368015924,0.40758996713818313,0.0007408993492901802,1,1,1,1,1,3,3,2035.961702
HD 10780_3,HD 10780,2.25,0.098,1.348,1.367,10.041,0.9,0.516,,,2.044469,0.032443,8.390037557974655e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,1,3,2035.961702
HD 10780_4,HD 10780,2.669,0.102,2.513,12.001,10.041,0.9,0.516,,,2.69096,0.106319,6.608819103129526e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,3,2035.961702
HD 17051_0,HD 17051,1.593,0.055,0.8,0.166,17.357,1.14,1.737,,,1.532238,0.289344,4.1914284018586715e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.973672
HD 17051_1,HD 17051,2.146,0.107,1.035,0.971,17.357,1.14,1.737,,,2.293114,0.007412,7.668384375394593e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.973672
HD 17051_2,HD 17051,4.311,0.108,1.302,2.591,17.357,1.14,1.737,,,4.050487,0.199893,1.3110695018630939e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.973672
HD 39091_1,HD 39091,3.12,0.028,1.191,1.952,18.287,1.08,1.533,,,3.090836,0.095949,9.766834080846447e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.977797
HD 39091_2,HD 39091,2.865,0.029,0.677,0.089,18.287,1.08,1.533,,,2.860617,0.275957,1.1633201993036139e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.977797
HD 39091_3,HD 39091,3.55,0.072,1.069,0.919,18.287,1.08,1.533,,,3.774233,0.791233,4.4091302512143715e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.977797
HD 39091_4,HD 39091,4.534,0.027,1.234,1.811,18.287,1.08,1.533,,,4.600184,0.355443,1.6142898430222522e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.977797
HD 39091_5,HD 39091,1.437,0.051,1.31,1.974,18.287,1.08,1.533,0.071877,60.674151,1.383982,0.172472,1.0537540064047717e-10,22330.16764360461,6.202824345445725,0.03202597931654511,0.42019176705871425,0.0008249113487603874,1,0,1,1,1,2,2,2035.977797
HD 39091_6,HD 39091,0.67,0.012,2.604,6.457,18.287,1.08,1.533,,,0.670618,0.682931,8.851943820225018e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.977797
HD 34411_0,HD 34411,0.295,0.082,3.192,8.429,12.562,1.08,1.732,,,0.277863,0.222274,2.4950377195836227e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.982786
HD 34411_1,HD 34411,1.539,0.078,0.897,0.713,12.562,1.08,1.732,,,1.594583,0.060079,1.1930074719837483e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2035.982786
HD 34411_3,HD 34411,1.691,0.074,0.798,0.808,12.562,1.08,1.732,,,1.781587,0.274841,4.630267962769859e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2035.982786
HD 142860_0,HD 142860,0.405,0.081,2.385,6.459,11.254,1.25,3.039,,,0.384567,0.086225,2.279602482456876e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.9863
HD 142860_2,HD 142860,3.184,0.073,1.146,0.989,11.254,1.25,3.039,,,3.377791,0.323499,2.5663254590254155e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.9863
HD 142860_3,HD 142860,0.465,0.068,1.963,1.786,11.254,1.25,3.039,,,0.481751,0.167014,1.9060721310779156e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.9863
HD 142860_5,HD 142860,0.92,0.074,2.443,8.017,11.254,1.25,3.039,,,0.935113,0.051299,2.717828978513556e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2035.9863
HD 142860_6,HD 142860,0.627,0.092,3.102,5.436,11.254,1.25,3.039,,,0.652622,0.267478,3.2331253773638913e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2035.9863
HD 46588 A_0,HD 46588 A,1.961,0.092,1.375,5.123,18.202,1.18,1.826,,,2.138315,0.276118,7.86852144183598e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.98904
HD 46588 A_2,HD 46588 A,0.149,0.051,1.651,3.767,18.202,1.18,1.826,,,0.152604,0.957165,6.725539781261225e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.98904
HD 46588 A_4,HD 46588 A,0.634,0.042,1.252,1.899,18.202,1.18,1.826,,,0.615711,0.54956,1.5578049442184125e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.98904
HD 46588 A_5,HD 46588 A,0.119,0.052,0.593,0.101,18.202,1.18,1.826,,,0.115815,0.311923,5.799066969730689e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.98904
HD 46588 A_6,HD 46588 A,0.647,0.045,2.121,5.747,18.202,1.18,1.826,,,0.6744,0.487416,2.3957927954818007e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.98904
HD 46588 A_7,HD 46588 A,1.085,0.088,1.256,5.584,18.202,1.18,1.826,,,0.989987,0.973675,1.1255924497543962e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.98904
HD 46588 A_8,HD 46588 A,2.008,0.017,0.521,0.08,18.202,1.18,1.826,,,1.97416,0.563004,2.7806821775207923e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2035.98904
HD 86728 A_0,HD 86728 A,0.138,0.113,0.53,0.078,14.926,1.0,1.378,,,0.152603,0.945519,5.460761283381251e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.002268
HD 86728 A_1,HD 86728 A,1.194,0.049,0.519,0.144,14.926,1.0,1.378,,,1.160023,0.389321,4.6783124641080283e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.002268
HD 86728 A_2,HD 86728 A,1.586,0.024,0.736,0.367,14.926,1.0,1.378,,,1.591879,0.667817,7.378869044563224e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.002268
HD 86728 A_3,HD 86728 A,0.34,0.077,0.971,1.901,14.926,1.0,1.378,,,0.322923,0.467385,2.874070085801538e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.002268
HD 86728 A_4,HD 86728 A,3.143,0.15,2.985,16.709,14.926,1.0,1.378,0.187921,216.96723,2.891392,0.269516,1.7400344580075042e-10,2154.1450460678752,0.5983736239077431,0.10207830504197238,0.3556706596572786,0.0003947706327508167,1,1,1,1,1,2,2,2036.002268
HD 86728 A_5,HD 86728 A,0.238,0.132,1.155,6.008,14.926,1.0,1.378,,,0.22726,0.003091,4.6333010052972946e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.002268
HD 86728 A_6,HD 86728 A,2.84,0.137,2.462,3.621,14.926,1.0,1.378,0.194352,144.103656,3.076615,0.457864,1.7335490426780142e-10,2164.0878852774426,0.6011355236881785,0.1018143650032761,0.355670659337179,0.0003947706306168193,1,1,1,1,1,2,2,2036.002268
HD 140538 A_0,HD 140538 A,2.088,0.047,0.685,0.069,14.793,0.94,0.834,,,2.148442,0.250104,2.134946153948679e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2036.006348
HD 140538 A_1,HD 140538 A,0.512,0.053,2.798,18.338,14.793,0.94,0.834,,,0.487357,0.167196,3.228353027884467e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2036.006348
HD 140538 A_2,HD 140538 A,4.137,0.053,0.916,0.304,14.793,0.94,0.834,,,3.979362,0.822531,3.177565134266696e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2036.006348
HD 142373_0,HD 142373,1.268,0.168,0.757,0.148,15.898,1.08,3.136,,,1.278614,0.208421,5.19389057575559e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2036.009707
HD 142373_1,HD 142373,1.76,0.092,0.868,0.535,15.898,1.08,3.136,,,1.87217,0.488236,6.528679271073505e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.009707
HD 142373_2,HD 142373,0.834,0.129,2.923,6.259,15.898,1.08,3.136,,,0.896075,0.074868,5.663709201585105e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.009707
HD 142373_4,HD 142373,1.161,0.006,1.265,2.536,15.898,1.08,3.136,,,1.159358,0.78597,8.468460304019827e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2036.009707
HD 142373_6,HD 142373,4.705,0.105,0.947,0.923,15.898,1.08,3.136,,,4.680027,0.121875,3.2219591266506757e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.009707
HD 142373_7,HD 142373,1.878,0.051,2.611,6.816,15.898,1.08,3.136,0.116626,182.475756,1.883047,0.212334,2.398875851447112e-10,470.13803774659175,0.13059389937405327,0.2689785330186135,0.4248449734681789,0.0008559327248234851,1,1,1,1,1,2,2,2036.009707
HD 142373_8,HD 142373,3.092,0.053,1.805,7.326,15.898,1.08,3.136,0.11577,13.660359,2.939155,0.813865,2.0820225905525673e-10,593.4477009002804,0.16484658358341123,0.23324689312812363,0.4252137087239903,0.0008583909598622278,1,1,1,1,1,2,2,2036.009707
HD 101501_3,HD 101501,0.112,0.069,1.262,2.497,9.576,0.94,0.609,,,0.112156,0.898202,7.548858291639446e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2036.012447
HD 101501_7,HD 101501,0.888,0.054,0.887,0.333,9.576,0.94,0.609,,,0.934359,0.098979,5.759238839156399e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,4,2036.012447
HD 693_0,HD 693,1.045,0.058,1.136,2.579,18.886,1.18,2.997,,,0.995625,0.133593,1.1260767582158393e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.021377
HD 693_1,HD 693,0.139,0.106,2.768,7.407,18.886,1.18,2.997,,,0.150546,3.9e-05,9.077765843493265e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.021377
HD 693_3,HD 693,1.448,0.069,1.975,3.042,18.886,1.18,2.997,,,1.381329,0.041959,4.729252890509323e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2036.021377
HD 693_4,HD 693,1.744,0.105,1.392,2.348,18.886,1.18,2.997,0.092927,310.48006,1.906585,0.395203,1.1844032804764756e-10,2714.1471536264294,0.7539297648962304,0.09681110052850198,0.42047719305484926,0.0008268141887346209,1,1,1,1,1,2,2,2036.021377
HD 693_5,HD 693,2.909,0.1,1.423,2.794,18.886,1.18,2.997,,,2.658022,0.083385,1.768454754612325e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.021377
HD 693_6,HD 693,2.914,0.024,0.574,0.316,18.886,1.18,2.997,,,2.917103,0.764576,2.367726051419434e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.021377
HD 693_7,HD 693,3.93,0.01,2.298,5.004,18.886,1.18,2.997,,,3.954879,0.162146,3.4949074986302576e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.021377
HD 20794_0,HD 20794,4.322,0.17,2.962,5.742,6.041,0.97,0.654,,,4.079341,0.077199,2.0521005539464925e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2036.024116
HD 20794_1,HD 20794,2.398,0.095,1.302,2.525,6.041,0.97,0.654,,,2.580632,0.428257,7.750194499722686e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2036.024116
HD 136352_0,HD 136352,1.127,0.083,0.501,0.05,14.739,1.02,1.029,,,1.145693,0.702982,9.800796634794527e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,3,2036.026856
HD 136352_2,HD 136352,0.995,0.082,1.549,3.519,14.739,1.02,1.029,,,0.932559,0.554298,1.1898795055214702e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,1,3,2036.026856
HD 136352_3,HD 136352,3.774,0.069,2.041,4.78,14.739,1.02,1.029,0.221577,225.64637,3.625518,0.558173,1.2030898473140504e-10,6465.334272285039,1.7959261867458443,0.054911561196736604,0.34233640482274663,0.0003058756005206036,1,1,1,1,1,1,3,2036.026856
HD 136352_4,HD 136352,1.831,0.068,0.826,0.342,14.739,1.02,1.029,0.100035,247.946983,1.708604,0.632642,1.0350809323794118e-10,11442.878386079847,3.178577329466624,0.04162537431636156,0.36089066335301256,0.00042957065738904283,1,0,1,1,1,1,3,2036.026856
HD 219134_0,HD 219134,1.298,0.068,3.021,11.197,6.542,0.75,0.266,0.152764,145.381908,1.384774,0.752538,1.8512662111552208e-09,73.27465333603193,0.02035407037111998,0.9210126499914693,0.3474742327976031,0.00034012778701964636,1,1,1,1,1,2,2,2036.029596
HD 219134_1,HD 219134,0.107,0.06,0.589,0.114,6.542,0.75,0.266,,,0.112616,0.164387,2.8951776318852057e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.029596
HD 219134_2,HD 219134,0.475,0.085,1.279,2.244,6.542,0.75,0.266,,,0.51476,0.752935,3.3889664544761384e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2036.029596
HD 219134_3,HD 219134,2.999,0.067,1.913,4.52,6.542,0.75,0.266,0.372875,164.951394,3.064419,0.684407,1.5914599463688313e-10,3194.0002472636484,0.887222290906569,0.08112145377687179,0.3474628061996503,0.0003400516096999615,1,1,1,1,1,1,2,2036.029596
HD 219134_4,HD 219134,0.285,0.083,1.716,4.805,6.542,0.75,0.266,,,0.265954,0.258188,7.719775404786929e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,2,2036.029596
HD 219134_5,HD 219134,1.823,0.052,1.09,4.144,6.542,0.75,0.266,,,1.728966,0.158497,4.729916412004173e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,2,2036.029596
